record_id,animal_type,date,time,location_x,location_y,movement_speed_mps,activity,temperature_c,is_near_water,steps_taken
16469,Deer,2025-11-17,04:00:00,162.3972,124.3523,4.157,Resting,35.25,True,245
16470,Fox,2025-11-17,05:00:00,24.1374,96.3569,3.182,Resting,27.45,False,405
16471,Wolf,2025-11-17,06:00:00,135.8237,350.3639,7.016,Drinking,17.15,False,621
16472,Leopard,2025-11-17,07:00:00,323.9664,157.9453,0.453,Exploring,15.19,True,754
16473,Boar,2025-11-17,08:00:00,924.281,144.74,11.751,Resting,32.0,False,347
16474,Wolf,2025-11-17,09:00:00,2.4672,524.468,0.658,Exploring,33.27,True,91
16475,Elephant,2025-11-17,10:00:00,803.7979,203.1714,11.158,Running,11.65,False,652
16476,Fox,2025-11-17,11:00:00,854.8547,6.1246,11.911,Walking,13.88,False,190
16477,Wolf,2025-11-17,12:00:00,811.0523,696.1205,1.48,Drinking,12.22,True,301
16478,Deer,2025-11-17,13:00:00,82.2144,328.5546,6.712,Eating,19.81,False,75
16479,Tiger,2025-11-17,14:00:00,679.19,737.0685,8.268,Eating,25.4,False,175
16480,Bear,2025-11-17,15:00:00,953.9036,893.081,9.649,Running,16.95,False,450
16481,Rabbit,2025-11-17,16:00:00,120.3628,925.2827,0.574,Drinking,18.71,False,734
16482,Wolf,2025-11-17,17:00:00,31.6818,177.7412,4.388,Drinking,28.36,False,279
16483,Elephant,2025-11-17,18:00:00,873.659,672.625,2.616,Eating,17.37,False,427
16484,Boar,2025-11-17,19:00:00,644.9297,74.9691,10.645,Running,27.41,False,144
16485,Leopard,2025-11-17,20:00:00,646.4355,463.2019,11.665,Running,10.29,True,382
16486,Deer,2025-11-17,21:00:00,964.4314,426.7406,7.759,Chasing,11.31,False,20
16487,Monkey,2025-11-17,22:00:00,769.7656,203.1655,7.487,Eating,22.55,False,587
16488,Elephant,2025-11-17,23:00:00,397.4449,775.0013,5.426,Exploring,33.84,False,28
16489,Fox,2025-11-18,00:00:00,435.8411,913.2958,2.498,Chasing,12.33,True,798
16490,Bear,2025-11-18,01:00:00,144.693,258.0919,2.416,Drinking,23.08,True,12
16491,Fox,2025-11-18,02:00:00,304.0499,249.3071,5.134,Drinking,11.25,True,663
16492,Tiger,2025-11-18,03:00:00,445.4037,195.6452,1.717,Resting,36.59,False,499
16493,Bear,2025-11-18,04:00:00,261.0854,686.9319,4.508,Resting,21.11,True,423
16494,Fox,2025-11-18,05:00:00,915.8728,56.4031,8.251,Walking,20.26,False,497
16495,Boar,2025-11-18,06:00:00,11.8027,63.7739,10.601,Drinking,28.52,True,506
16496,Fox,2025-11-18,07:00:00,587.0221,174.08,6.643,Chasing,16.75,False,371
16497,Deer,2025-11-18,08:00:00,771.6081,545.7674,6.461,Resting,38.36,True,786
16498,Deer,2025-11-18,09:00:00,732.109,252.6847,2.313,Eating,31.37,True,728
16499,Rabbit,2025-11-18,10:00:00,643.733,987.2909,9.708,Running,11.31,True,25
16500,Fox,2025-11-18,11:00:00,410.3355,395.193,7.039,Chasing,33.36,True,457
16501,Boar,2025-11-18,12:00:00,918.4772,470.1385,11.479,Walking,34.88,False,256
16502,Boar,2025-11-18,13:00:00,328.9463,65.364,7.786,Chasing,26.12,True,160
16503,Wolf,2025-11-18,14:00:00,750.1341,705.5204,7.145,Chasing,32.94,False,348
16504,Leopard,2025-11-18,15:00:00,926.651,788.5853,3.492,Drinking,16.61,False,291
16505,Bear,2025-11-18,16:00:00,128.3836,334.2296,7.26,Running,25.04,False,256
16506,Elephant,2025-11-18,17:00:00,947.081,725.9311,7.999,Hiding,13.89,False,595
16507,Monkey,2025-11-18,18:00:00,776.0327,227.7016,3.485,Chasing,38.75,True,604
16508,Bear,2025-11-18,19:00:00,616.5917,798.0611,0.712,Walking,10.57,False,706
16509,Bear,2025-11-18,20:00:00,373.3987,542.2302,8.227,Chasing,14.27,False,636
16510,Tiger,2025-11-18,21:00:00,904.2654,397.2242,5.996,Exploring,21.18,True,785
16511,Bear,2025-11-18,22:00:00,44.0429,720.2161,4.683,Walking,25.78,False,460
16512,Tiger,2025-11-18,23:00:00,431.8291,614.5385,8.612,Exploring,27.91,True,164
16513,Wolf,2025-11-19,00:00:00,756.6339,532.4006,8.836,Exploring,12.39,True,410
16514,Leopard,2025-11-19,01:00:00,811.1404,211.0186,3.889,Chasing,13.84,True,313
16515,Boar,2025-11-19,02:00:00,202.2785,849.4526,0.696,Walking,21.54,False,331
16516,Rabbit,2025-11-19,03:00:00,47.6047,431.8548,2.474,Exploring,20.64,False,213
16517,Boar,2025-11-19,04:00:00,802.8512,445.5227,11.067,Eating,30.75,True,107
16518,Fox,2025-11-19,05:00:00,421.8923,201.224,3.529,Resting,28.92,True,99
16519,Monkey,2025-11-19,06:00:00,143.5237,931.3734,1.819,Exploring,38.11,True,726
16520,Leopard,2025-11-19,07:00:00,85.5683,554.5838,10.476,Hiding,33.18,True,26
16521,Leopard,2025-11-19,08:00:00,640.6396,462.8132,0.464,Exploring,31.2,True,230
16522,Wolf,2025-11-19,09:00:00,582.8179,977.3927,9.692,Exploring,12.04,False,628
16523,Monkey,2025-11-19,10:00:00,853.9904,365.9867,9.295,Running,22.52,True,455
16524,Fox,2025-11-19,11:00:00,31.567,31.6994,6.795,Hiding,27.4,False,80
16525,Fox,2025-11-19,12:00:00,868.4272,229.3667,7.636,Hiding,26.77,False,729
16526,Rabbit,2025-11-19,13:00:00,887.2431,746.4939,1.982,Exploring,11.83,False,769
16527,Elephant,2025-11-19,14:00:00,446.2997,156.153,6.799,Eating,24.29,True,640
16528,Boar,2025-11-19,15:00:00,76.6664,155.8504,6.516,Running,36.87,False,598
16529,Bear,2025-11-19,16:00:00,946.7432,455.7494,2.144,Chasing,35.83,False,629
16530,Monkey,2025-11-19,17:00:00,72.0299,452.8019,8.903,Walking,34.99,False,489
16531,Fox,2025-11-19,18:00:00,590.6753,459.8824,0.438,Chasing,12.1,False,587
16532,Fox,2025-11-19,19:00:00,493.1565,219.359,4.261,Walking,28.25,False,219
16533,Elephant,2025-11-19,20:00:00,835.0865,168.4918,7.809,Chasing,20.99,True,32
16534,Leopard,2025-11-19,21:00:00,502.6069,769.0454,9.601,Eating,16.89,True,94
16535,Fox,2025-11-19,22:00:00,469.1203,603.901,6.809,Chasing,39.55,False,388
16536,Rabbit,2025-11-19,23:00:00,880.6501,321.1567,11.038,Chasing,28.02,False,663
16537,Fox,2025-11-20,00:00:00,964.0101,197.0882,4.408,Resting,19.54,True,399
16538,Fox,2025-11-20,01:00:00,549.2701,877.6324,11.588,Eating,24.04,True,69
16539,Elephant,2025-11-20,02:00:00,454.7239,136.5473,2.766,Walking,24.28,True,140
16540,Rabbit,2025-11-20,03:00:00,831.0951,583.8669,5.767,Eating,24.33,True,679
16541,Deer,2025-11-20,04:00:00,831.0935,610.2271,11.01,Exploring,31.34,False,204
16542,Tiger,2025-11-20,05:00:00,319.3817,856.8558,6.599,Running,26.26,True,457
16543,Elephant,2025-11-20,06:00:00,576.2237,56.8115,7.686,Running,21.27,True,535
16544,Leopard,2025-11-20,07:00:00,154.117,307.7371,11.035,Drinking,26.37,False,732
16545,Leopard,2025-11-20,08:00:00,635.542,966.0663,11.322,Running,34.9,False,570
16546,Monkey,2025-11-20,09:00:00,833.989,568.8777,2.666,Drinking,18.13,True,688
16547,Elephant,2025-11-20,10:00:00,187.5151,417.746,9.507,Exploring,31.87,True,317
16548,Wolf,2025-11-20,11:00:00,323.047,316.8278,11.485,Drinking,10.71,True,596
16549,Elephant,2025-11-20,12:00:00,448.9343,149.2196,0.456,Drinking,24.11,True,726
16550,Deer,2025-11-20,13:00:00,845.0801,187.1341,6.027,Drinking,33.62,False,350
16551,Fox,2025-11-20,14:00:00,731.37,779.2992,10.115,Walking,14.12,True,325
16552,Elephant,2025-11-20,15:00:00,316.8704,244.2609,5.034,Drinking,39.93,True,624
16553,Wolf,2025-11-20,16:00:00,243.0336,219.8582,5.873,Running,21.03,False,294
16554,Bear,2025-11-20,17:00:00,695.7047,319.1333,11.465,Eating,37.48,True,71
16555,Wolf,2025-11-20,18:00:00,479.8875,756.3253,8.205,Exploring,23.2,False,334
16556,Leopard,2025-11-20,19:00:00,593.5542,420.337,7.433,Running,28.46,True,472
16557,Deer,2025-11-20,20:00:00,648.6975,28.437,9.348,Running,39.01,False,540
16558,Fox,2025-11-20,21:00:00,558.6867,513.0442,9.512,Resting,31.63,False,707
16559,Wolf,2025-11-20,22:00:00,613.072,278.0947,9.327,Running,10.3,True,758
16560,Deer,2025-11-20,23:00:00,887.5032,458.1699,2.847,Running,16.13,False,435
16561,Bear,2025-11-21,00:00:00,868.1989,883.3233,0.055,Chasing,18.77,False,25
16562,Rabbit,2025-11-21,01:00:00,149.0343,196.84,6.699,Eating,28.2,True,575
16563,Rabbit,2025-11-21,02:00:00,586.4967,338.5574,0.544,Hiding,36.82,True,684
16564,Rabbit,2025-11-21,03:00:00,439.302,945.236,0.02,Running,16.78,False,469
16565,Bear,2025-11-21,04:00:00,285.5201,773.2907,11.945,Resting,25.71,False,197
16566,Fox,2025-11-21,05:00:00,631.1474,274.2857,6.967,Running,37.83,False,314
16567,Tiger,2025-11-21,06:00:00,510.8835,106.3425,8.286,Chasing,24.8,False,470
16568,Tiger,2025-11-21,07:00:00,774.9041,933.9309,11.864,Eating,28.35,True,574
16569,Deer,2025-11-21,08:00:00,93.431,145.3974,4.926,Drinking,26.81,True,782
16570,Rabbit,2025-11-21,09:00:00,302.6807,364.7097,10.607,Chasing,11.45,True,189
16571,Leopard,2025-11-21,10:00:00,25.7823,331.8124,8.707,Resting,31.58,False,216
16572,Fox,2025-11-21,11:00:00,745.9598,116.0136,3.803,Walking,11.41,True,241
16573,Tiger,2025-11-21,12:00:00,912.4573,100.8136,1.011,Exploring,20.79,True,361
16574,Elephant,2025-11-21,13:00:00,587.3763,282.3843,7.606,Walking,25.66,False,488
16575,Monkey,2025-11-21,14:00:00,616.9792,368.2211,11.752,Chasing,31.57,False,182
16576,Boar,2025-11-21,15:00:00,46.4251,968.9144,6.651,Resting,24.44,True,324
16577,Bear,2025-11-21,16:00:00,503.7813,536.3638,11.459,Walking,31.14,True,569
16578,Bear,2025-11-21,17:00:00,526.8722,909.0932,0.951,Chasing,38.07,True,770
16579,Tiger,2025-11-21,18:00:00,38.9745,128.4831,11.22,Exploring,14.8,True,265
16580,Bear,2025-11-21,19:00:00,782.3871,238.4969,11.261,Hiding,32.22,False,749
16581,Rabbit,2025-11-21,20:00:00,278.3201,162.8196,4.745,Chasing,32.73,False,443
16582,Boar,2025-11-21,21:00:00,723.447,375.0766,1.196,Chasing,28.54,True,199
16583,Leopard,2025-11-21,22:00:00,402.9253,917.503,11.576,Hiding,21.74,False,374
16584,Elephant,2025-11-21,23:00:00,995.6461,294.0172,10.531,Hiding,35.48,False,610
16585,Deer,2025-11-22,00:00:00,212.2051,595.575,11.513,Chasing,16.97,False,224
16586,Boar,2025-11-22,01:00:00,58.2356,915.5503,3.409,Resting,18.47,True,372
16587,Leopard,2025-11-22,02:00:00,979.9055,502.6501,3.77,Eating,34.71,True,267
16588,Bear,2025-11-22,03:00:00,243.842,527.7,5.972,Chasing,19.36,True,173
16589,Tiger,2025-11-22,04:00:00,635.3312,552.5105,6.992,Hiding,21.07,False,366
16590,Wolf,2025-11-22,05:00:00,374.5682,280.3001,7.038,Resting,38.6,True,713
16591,Deer,2025-11-22,06:00:00,639.6279,418.3849,2.538,Resting,28.77,False,142
16592,Fox,2025-11-22,07:00:00,596.0586,847.4461,0.347,Eating,21.77,True,790
16593,Monkey,2025-11-22,08:00:00,707.2739,399.74,11.085,Drinking,27.56,False,34
16594,Tiger,2025-11-22,09:00:00,18.4434,418.8854,8.945,Hiding,27.91,False,261
16595,Bear,2025-11-22,10:00:00,836.1942,116.0065,1.423,Hiding,32.17,False,201
16596,Tiger,2025-11-22,11:00:00,478.6659,463.5386,7.401,Eating,37.23,True,667
16597,Rabbit,2025-11-22,12:00:00,518.8528,83.1743,2.294,Eating,16.12,False,676
16598,Bear,2025-11-22,13:00:00,411.0252,267.2386,0.483,Resting,30.72,True,435
16599,Tiger,2025-11-22,14:00:00,989.3825,979.4667,2.058,Drinking,32.95,True,257
16600,Boar,2025-11-22,15:00:00,801.5714,904.9398,8.69,Hiding,15.61,False,123
16601,Boar,2025-11-22,16:00:00,311.3934,621.312,5.921,Eating,18.37,False,73
16602,Elephant,2025-11-22,17:00:00,783.0713,712.8175,3.488,Eating,11.31,False,485
16603,Elephant,2025-11-22,18:00:00,436.9935,237.602,8.979,Drinking,38.32,True,649
16604,Deer,2025-11-22,19:00:00,870.0133,144.0194,5.715,Exploring,33.66,True,344
16605,Tiger,2025-11-22,20:00:00,30.8465,550.9806,4.365,Hiding,22.5,True,134
16606,Elephant,2025-11-22,21:00:00,355.4065,898.0253,0.929,Resting,26.36,True,722
16607,Rabbit,2025-11-22,22:00:00,429.8192,832.3422,1.419,Hiding,36.7,False,541
16608,Leopard,2025-11-22,23:00:00,744.2496,589.1555,3.247,Walking,17.46,False,483
16609,Elephant,2025-11-23,00:00:00,182.3003,984.698,3.247,Eating,32.54,True,459
16610,Tiger,2025-11-23,01:00:00,286.2811,248.0116,2.538,Resting,35.14,False,415
16611,Boar,2025-11-23,02:00:00,723.8803,766.8361,1.225,Resting,20.11,True,55
16612,Monkey,2025-11-23,03:00:00,76.8437,283.6661,7.406,Hiding,24.72,True,545
16613,Wolf,2025-11-23,04:00:00,201.1243,974.4473,5.894,Eating,28.34,True,448
16614,Fox,2025-11-23,05:00:00,753.3666,264.5898,7.619,Resting,18.6,False,400
16615,Elephant,2025-11-23,06:00:00,875.5287,365.5597,5.694,Resting,28.97,False,435
16616,Fox,2025-11-23,07:00:00,728.8281,476.4,7.247,Resting,19.5,False,704
16617,Wolf,2025-11-23,08:00:00,527.1383,321.6884,10.331,Resting,16.34,True,717
16618,Deer,2025-11-23,09:00:00,99.0613,275.5454,0.626,Resting,13.4,False,458
16619,Boar,2025-11-23,10:00:00,827.2257,470.4617,6.708,Exploring,35.45,True,647
16620,Boar,2025-11-23,11:00:00,124.039,816.4424,3.535,Walking,17.26,False,263
16621,Wolf,2025-11-23,12:00:00,385.0785,773.7133,2.347,Walking,16.93,False,619
16622,Tiger,2025-11-23,13:00:00,50.4993,444.3277,3.323,Running,18.73,False,474
16623,Fox,2025-11-23,14:00:00,709.6751,312.9604,10.417,Drinking,31.55,True,680
16624,Fox,2025-11-23,15:00:00,503.495,131.4183,10.326,Exploring,38.51,True,111
16625,Wolf,2025-11-23,16:00:00,907.6077,869.6908,1.416,Hiding,20.47,False,214
16626,Fox,2025-11-23,17:00:00,138.7425,885.8894,10.715,Resting,35.83,True,210
16627,Tiger,2025-11-23,18:00:00,819.166,66.7395,8.939,Running,36.5,False,115
16628,Boar,2025-11-23,19:00:00,510.6688,748.6513,0.393,Walking,29.1,True,344
16629,Deer,2025-11-23,20:00:00,366.0924,883.8895,9.092,Exploring,38.13,True,449
16630,Rabbit,2025-11-23,21:00:00,643.5669,736.3932,0.18,Eating,13.33,False,417
16631,Boar,2025-11-23,22:00:00,790.4174,339.6283,5.46,Drinking,32.33,True,303
16632,Leopard,2025-11-23,23:00:00,440.2853,428.9488,3.127,Chasing,15.35,True,584
16633,Leopard,2025-11-24,00:00:00,232.8057,300.5866,6.524,Hiding,22.27,False,194
16634,Boar,2025-11-24,01:00:00,915.7891,542.7166,9.87,Eating,31.17,True,176
16635,Tiger,2025-11-24,02:00:00,312.9977,889.8946,0.577,Running,22.89,True,62
16636,Rabbit,2025-11-24,03:00:00,998.2364,671.3818,3.804,Walking,14.05,False,236
16637,Deer,2025-11-24,04:00:00,767.3249,458.317,5.496,Chasing,39.06,False,667
16638,Fox,2025-11-24,05:00:00,687.8192,860.3331,9.48,Chasing,16.02,True,176
16639,Leopard,2025-11-24,06:00:00,12.3997,0.8982,4.802,Exploring,28.11,False,273
16640,Leopard,2025-11-24,07:00:00,448.5313,274.5033,1.398,Running,20.49,True,721
16641,Leopard,2025-11-24,08:00:00,502.4611,435.9186,0.581,Resting,12.93,True,559
16642,Bear,2025-11-24,09:00:00,376.3764,592.5028,7.355,Resting,24.77,True,205
16643,Tiger,2025-11-24,10:00:00,149.9731,995.5964,0.712,Resting,15.54,True,550
16644,Boar,2025-11-24,11:00:00,367.4504,639.5342,9.845,Eating,30.99,True,582
16645,Rabbit,2025-11-24,12:00:00,74.9733,381.541,9.778,Chasing,13.72,True,439
16646,Boar,2025-11-24,13:00:00,290.9189,724.8738,11.921,Eating,38.7,False,478
16647,Bear,2025-11-24,14:00:00,83.6793,984.152,5.766,Resting,25.11,True,782
16648,Leopard,2025-11-24,15:00:00,752.4235,611.2573,4.283,Walking,19.06,True,22
16649,Wolf,2025-11-24,16:00:00,671.1573,351.6812,11.506,Running,14.09,False,319
16650,Bear,2025-11-24,17:00:00,939.9331,682.1597,9.621,Drinking,26.75,False,617
16651,Tiger,2025-11-24,18:00:00,379.9288,464.1066,2.839,Hiding,19.2,False,714
16652,Deer,2025-11-24,19:00:00,786.201,535.7654,9.913,Chasing,19.37,False,565
16653,Fox,2025-11-24,20:00:00,587.6072,955.3608,10.303,Chasing,28.55,True,652
16654,Monkey,2025-11-24,21:00:00,646.1034,436.5985,10.334,Chasing,28.19,True,331
16655,Rabbit,2025-11-24,22:00:00,547.4613,313.7284,9.984,Walking,16.96,True,251
16656,Bear,2025-11-24,23:00:00,779.1601,634.7386,3.608,Chasing,14.07,False,660
16657,Deer,2025-11-25,00:00:00,41.9914,568.3454,3.997,Hiding,30.06,True,798
16658,Monkey,2025-11-25,01:00:00,80.4882,397.3349,10.663,Eating,16.42,False,475
16659,Deer,2025-11-25,02:00:00,95.9238,302.7477,2.984,Eating,13.77,False,412
16660,Boar,2025-11-25,03:00:00,288.6907,525.1914,5.067,Chasing,28.57,True,778
16661,Boar,2025-11-25,04:00:00,591.1288,163.4591,0.988,Hiding,30.89,False,448
16662,Leopard,2025-11-25,05:00:00,645.6175,267.859,8.834,Resting,29.3,False,272
16663,Elephant,2025-11-25,06:00:00,712.6037,850.6535,6.772,Drinking,35.97,True,419
16664,Fox,2025-11-25,07:00:00,280.7632,909.1265,8.224,Chasing,17.05,False,787
16665,Tiger,2025-11-25,08:00:00,650.2127,393.3021,3.802,Drinking,10.9,True,116
16666,Tiger,2025-11-25,09:00:00,117.69,834.1566,8.693,Eating,21.27,False,612
16667,Leopard,2025-11-25,10:00:00,9.9792,103.1929,6.692,Exploring,29.93,True,597
16668,Boar,2025-11-25,11:00:00,694.6808,216.2737,11.737,Hiding,25.91,False,158
16669,Leopard,2025-11-25,12:00:00,715.6122,596.6044,0.051,Walking,36.08,False,356
16670,Wolf,2025-11-25,13:00:00,622.1427,677.9055,7.866,Exploring,16.39,False,220
16671,Bear,2025-11-25,14:00:00,258.8699,251.7648,2.796,Exploring,14.78,True,283
16672,Bear,2025-11-25,15:00:00,927.4685,939.7339,1.675,Resting,31.7,False,53
16673,Rabbit,2025-11-25,16:00:00,875.6756,623.4582,6.781,Drinking,19.5,True,550
16674,Boar,2025-11-25,17:00:00,515.5406,921.4649,4.699,Drinking,10.45,False,221
16675,Elephant,2025-11-25,18:00:00,989.1398,105.8597,6.168,Walking,38.12,True,399
16676,Wolf,2025-11-25,19:00:00,298.6196,583.3679,3.075,Eating,37.58,True,19
16677,Wolf,2025-11-25,20:00:00,491.1343,341.7963,9.265,Eating,33.4,False,732
16678,Boar,2025-11-25,21:00:00,927.9218,866.5956,7.665,Running,16.63,False,467
16679,Bear,2025-11-25,22:00:00,462.1221,13.3755,6.996,Exploring,28.26,False,256
16680,Monkey,2025-11-25,23:00:00,471.0082,767.1223,8.531,Walking,27.0,True,494
16681,Bear,2025-11-26,00:00:00,79.3926,164.0672,9.103,Exploring,20.16,False,35
16682,Rabbit,2025-11-26,01:00:00,211.3464,890.0339,6.675,Resting,33.71,False,443
16683,Rabbit,2025-11-26,02:00:00,157.8652,462.3465,1.63,Chasing,10.05,False,51
16684,Boar,2025-11-26,03:00:00,565.2659,172.1723,3.147,Running,36.83,False,372
16685,Fox,2025-11-26,04:00:00,318.4916,817.8704,1.237,Chasing,13.39,False,108
16686,Fox,2025-11-26,05:00:00,77.0305,503.1546,1.961,Exploring,12.27,False,264
16687,Elephant,2025-11-26,06:00:00,509.9724,61.5313,0.938,Running,23.53,False,273
16688,Fox,2025-11-26,07:00:00,669.2172,32.7262,6.345,Running,38.36,False,186
16689,Deer,2025-11-26,08:00:00,736.5267,253.6065,8.499,Resting,21.5,False,111
16690,Deer,2025-11-26,09:00:00,837.5179,713.631,1.751,Resting,14.67,True,30
16691,Tiger,2025-11-26,10:00:00,481.9564,434.2573,0.553,Resting,33.28,True,78
16692,Deer,2025-11-26,11:00:00,390.6119,526.2986,5.464,Resting,25.71,False,432
16693,Monkey,2025-11-26,12:00:00,684.1218,136.1392,11.642,Eating,15.48,False,689
16694,Monkey,2025-11-26,13:00:00,13.3648,720.2617,7.208,Chasing,31.49,True,164
16695,Monkey,2025-11-26,14:00:00,633.5266,361.2588,9.744,Walking,30.26,False,178
16696,Deer,2025-11-26,15:00:00,405.6819,334.8473,2.424,Resting,27.36,False,52
16697,Elephant,2025-11-26,16:00:00,452.8753,581.8611,11.125,Chasing,34.92,False,199
16698,Bear,2025-11-26,17:00:00,296.2695,765.4855,5.221,Running,35.37,False,682
16699,Boar,2025-11-26,18:00:00,127.2755,24.1514,3.588,Chasing,31.13,False,216
16700,Leopard,2025-11-26,19:00:00,401.4247,48.9868,6.28,Walking,12.19,False,317
16701,Tiger,2025-11-26,20:00:00,308.2023,96.027,9.571,Exploring,18.23,False,669
16702,Rabbit,2025-11-26,21:00:00,960.1184,846.09,9.454,Exploring,13.67,False,23
16703,Wolf,2025-11-26,22:00:00,943.5394,855.3728,4.597,Walking,37.35,True,553
16704,Rabbit,2025-11-26,23:00:00,643.9173,638.4025,2.11,Hiding,16.23,True,747
16705,Tiger,2025-11-27,00:00:00,903.7013,45.8782,1.769,Exploring,34.47,True,29
16706,Rabbit,2025-11-27,01:00:00,751.2748,750.9338,3.246,Running,35.63,True,210
16707,Bear,2025-11-27,02:00:00,345.8915,867.7065,11.146,Hiding,12.11,True,226
16708,Rabbit,2025-11-27,03:00:00,603.9007,915.3525,2.557,Exploring,11.25,False,698
16709,Rabbit,2025-11-27,04:00:00,220.3236,802.4615,7.513,Eating,29.27,False,720
16710,Bear,2025-11-27,05:00:00,687.2083,448.5184,3.12,Drinking,38.61,True,683
16711,Bear,2025-11-27,06:00:00,44.8076,458.7591,10.005,Drinking,31.1,True,488
16712,Deer,2025-11-27,07:00:00,831.3417,497.0916,8.304,Running,20.42,True,454
16713,Bear,2025-11-27,08:00:00,583.2298,473.8583,10.214,Resting,14.68,False,444
16714,Leopard,2025-11-27,09:00:00,58.4383,514.2507,5.478,Eating,19.17,False,798
16715,Fox,2025-11-27,10:00:00,871.7612,81.5176,6.894,Eating,25.31,True,564
16716,Leopard,2025-11-27,11:00:00,877.7014,814.6321,2.797,Hiding,14.48,True,747
16717,Rabbit,2025-11-27,12:00:00,852.8158,2.8977,1.425,Drinking,24.14,False,708
16718,Leopard,2025-11-27,13:00:00,774.302,31.0744,10.701,Hiding,24.29,True,139
16719,Tiger,2025-11-27,14:00:00,677.9254,26.5073,3.411,Hiding,39.77,False,558
16720,Boar,2025-11-27,15:00:00,396.9091,900.1638,8.777,Hiding,11.08,True,48
16721,Fox,2025-11-27,16:00:00,136.3392,995.4376,2.524,Drinking,22.46,False,366
16722,Boar,2025-11-27,17:00:00,288.7753,297.2256,4.89,Chasing,28.78,False,518
16723,Wolf,2025-11-27,18:00:00,347.0771,125.514,11.862,Walking,20.19,True,56
16724,Leopard,2025-11-27,19:00:00,358.0765,18.9336,1.281,Walking,13.76,True,161
16725,Boar,2025-11-27,20:00:00,565.4896,901.8338,2.783,Resting,35.82,True,629
16726,Bear,2025-11-27,21:00:00,208.3828,357.6881,8.809,Chasing,36.34,False,245
16727,Elephant,2025-11-27,22:00:00,189.6611,492.2786,1.303,Hiding,33.97,True,756
16728,Elephant,2025-11-27,23:00:00,716.9627,375.2338,10.165,Resting,37.97,True,422
16729,Bear,2025-11-28,00:00:00,7.5006,907.0899,0.297,Exploring,20.68,False,101
16730,Boar,2025-11-28,01:00:00,149.5194,832.5258,6.032,Eating,39.28,False,117
16731,Rabbit,2025-11-28,02:00:00,434.9581,896.2425,4.521,Drinking,21.63,True,262
16732,Bear,2025-11-28,03:00:00,149.0832,429.7555,1.545,Exploring,25.05,False,325
16733,Fox,2025-11-28,04:00:00,959.8126,216.7866,7.727,Walking,22.05,True,319
16734,Monkey,2025-11-28,05:00:00,670.104,602.0598,11.576,Running,31.41,False,277
16735,Tiger,2025-11-28,06:00:00,432.7695,211.1705,7.069,Drinking,18.93,True,488
16736,Rabbit,2025-11-28,07:00:00,112.2553,325.2156,2.393,Chasing,29.24,True,218
16737,Fox,2025-11-28,08:00:00,385.1863,945.1031,1.177,Exploring,38.99,False,207
16738,Boar,2025-11-28,09:00:00,650.6017,871.0899,9.603,Walking,13.6,False,609
16739,Rabbit,2025-11-28,10:00:00,968.8142,437.161,10.17,Eating,20.12,False,234
16740,Rabbit,2025-11-28,11:00:00,472.6874,320.7421,7.327,Drinking,36.52,False,41
16741,Boar,2025-11-28,12:00:00,692.4122,578.847,0.095,Exploring,35.31,True,463
16742,Bear,2025-11-28,13:00:00,195.359,762.9683,1.173,Walking,16.76,False,799
16743,Boar,2025-11-28,14:00:00,623.6334,194.2465,8.297,Exploring,27.62,True,314
16744,Leopard,2025-11-28,15:00:00,239.0549,906.8942,3.567,Hiding,37.55,False,130
16745,Leopard,2025-11-28,16:00:00,198.1341,187.5396,3.326,Exploring,35.73,True,522
16746,Tiger,2025-11-28,17:00:00,509.2206,610.1042,4.511,Walking,27.86,True,443
16747,Elephant,2025-11-28,18:00:00,211.6643,549.8423,9.602,Chasing,31.15,True,641
16748,Deer,2025-11-28,19:00:00,721.3275,328.9412,9.464,Chasing,19.97,False,403
16749,Tiger,2025-11-28,20:00:00,937.3366,561.4003,3.143,Drinking,22.58,False,60
16750,Tiger,2025-11-28,21:00:00,393.6021,880.0731,9.081,Drinking,30.36,False,83
16751,Monkey,2025-11-28,22:00:00,322.4614,330.4544,3.264,Drinking,27.44,True,509
16752,Deer,2025-11-28,23:00:00,175.8849,885.2501,2.109,Resting,21.07,True,44
16753,Elephant,2025-11-29,00:00:00,390.3964,62.6707,10.923,Walking,22.65,False,411
16754,Rabbit,2025-11-29,01:00:00,559.6341,533.7606,5.153,Resting,21.16,False,754
16755,Deer,2025-11-29,02:00:00,372.9694,292.9364,7.517,Chasing,25.13,False,590
16756,Monkey,2025-11-29,03:00:00,623.0762,930.3566,1.83,Hiding,19.75,True,319
16757,Wolf,2025-11-29,04:00:00,662.4234,47.149,1.26,Drinking,26.89,True,221
16758,Tiger,2025-11-29,05:00:00,97.8296,18.7203,8.954,Hiding,15.79,True,421
16759,Boar,2025-11-29,06:00:00,697.7827,809.5592,9.046,Running,12.78,True,479
16760,Tiger,2025-11-29,07:00:00,900.3175,739.6297,7.949,Exploring,38.56,True,505
16761,Bear,2025-11-29,08:00:00,26.2521,155.0959,5.365,Hiding,30.46,False,180
16762,Monkey,2025-11-29,09:00:00,551.3522,942.062,10.34,Hiding,35.42,True,768
16763,Tiger,2025-11-29,10:00:00,603.8744,873.84,0.72,Eating,26.5,True,213
16764,Tiger,2025-11-29,11:00:00,709.8153,242.937,9.594,Eating,38.6,True,223
16765,Deer,2025-11-29,12:00:00,385.7687,684.422,3.335,Eating,25.89,True,38
